,m_VIS_Euclid,log10(mStar),Re_maj,z,q,n_sersic
0,31.88094139099121,6.222574710845947,0.07508223503828049,5.209731101989746,0.6382672190666199,0.49295324087142944
1,29.817169189453125,7.7182159423828125,0.16890910267829895,2.056450605392456,0.22677844762802124,2.3350539207458496
2,28.31658935546875,8.267494201660156,0.047730714082717896,4.461238861083984,0.6998071670532227,5.108176231384277
3,30.2139892578125,6.896636009216309,0.11412311345338821,0.5457569360733032,0.45113980770111084,2.1001241207122803
4,30.545116424560547,6.829763412475586,0.04899154603481293,2.5794858932495117,0.4666999280452728,1.3793524503707886
5,32.016029357910156,6.1813130378723145,0.03170791640877724,2.5356829166412354,0.19484570622444153,1.2816128730773926
6,29.169963836669922,7.315541744232178,0.08542126417160034,3.5373435020446777,0.6712231636047363,0.3067255914211273
7,31.498821258544922,6.348601818084717,0.052632659673690796,1.699967622756958,0.27510273456573486,0.34168994426727295
8,30.711549758911133,6.055379867553711,0.04337919130921364,1.3160892724990845,0.4172886908054352,2.743962287902832
9,31.207704544067383,6.508265495300293,0.04580453783273697,1.4084064960479736,0.6980143189430237,1.5740479230880737
10,32.49562072753906,6.415462970733643,0.044399674981832504,5.218584060668945,0.2020682841539383,6.4756760597229
11,28.651578903198242,6.224944591522217,0.1256532371044159,0.6027361750602722,0.795322597026825,0.9475297331809998
12,30.391874313354492,6.061522960662842,0.1156267300248146,0.4161088466644287,0.2298918515443802,2.7114462852478027
13,30.287187576293945,7.269372940063477,0.17225807905197144,5.188305854797363,0.13843980431556702,3.486180305480957
14,29.900062561035156,8.268619537353516,0.06852352619171143,5.063937664031982,0.24605858325958252,1.7377301454544067
15,26.810632705688477,8.111599922180176,0.06388286501169205,3.8482799530029297,0.3813174068927765,1.9935882091522217
16,30.100845336914062,6.48218297958374,0.03147708624601364,4.572929859161377,0.4382002055644989,3.0650336742401123
17,31.53949737548828,6.165852069854736,0.026325328275561333,3.6571197509765625,0.8153067231178284,1.580305576324463
18,32.37519454956055,6.227433681488037,0.03398042544722557,5.656722545623779,0.7718929052352905,3.6670804023742676
19,28.034378051757812,8.476092338562012,0.1657693088054657,4.4171552658081055,0.5472539663314819,0.9062118530273438
20,27.690004348754883,6.654522895812988,0.05392840504646301,0.5672070980072021,0.2968892455101013,1.0350252389907837
21,32.1418571472168,6.200250625610352,0.06787624210119247,5.5188212394714355,0.6603099703788757,1.354792833328247
22,30.74065589904785,6.230586528778076,0.05243242159485817,1.682871699333191,0.5545117259025574,0.11052443087100983
23,33.14677047729492,7.517674922943115,0.167496919631958,6.279630184173584,0.18136119842529297,0.8484333157539368
24,30.042621612548828,7.241152763366699,0.1507413387298584,0.6739353537559509,0.25772449374198914,2.704134702682495
